@relation statistic_data_set

@attribute compression numeric
@attribute entropy numeric
@attribute languageIC numeric
@attribute longestWord numeric
@attribute fileSize numeric
@attribute class {yes,no}

@data
0.563319,5.406188,0.038772,25,916,no
0.434988,5.040374,0.045159,116,3384,no
0.384914,5.578853,0.028644,72,3089,no
0.488675,5.450673,0.035796,27,1457,no
0.381693,5.378657,0.036688,27,2316,no
0.391633,5.404493,0.036418,27,2247,no
0.368358,5.396007,0.036778,27,2503,no
0.467276,5.006207,0.047148,89,2735,no
0.392157,5.524068,0.028302,60,2193,no
0.521788,5.341984,0.037281,25,895,no
0.389229,5.326839,0.037894,25,1634,no
0.517956,5.236987,0.039515,25,724,no
0.503575,5.309051,0.03911,25,979,no
0.451227,5.030856,0.045548,53,3178,no
0.43388,5.526663,0.028629,71,1830,no
0.518219,5.202915,0.045643,20,741,no
0.494392,5.34259,0.045978,23,1159,no
0.653465,5.276359,0.043031,20,404,no
0.569841,5.247468,0.042098,20,630,no
0.629139,5.458539,0.028066,53,604,no
0.651316,5.348059,0.030543,53,608,no
0.526749,5.672412,0.026024,53,972,no
0.715054,5.246769,0.0362,31,372,no
0.430826,5.062022,0.043042,61,2978,no
0.469619,5.386105,0.03031,53,971,no
0.476617,5.330993,0.033097,49,1005,no
0.809322,5.155287,0.04158,13,236,no
0.645695,5.090298,0.044817,14,302,no
1.027397,4.604209,0.042998,7,73,no
0.675676,4.976065,0.042925,12,222,no
0.451646,5.1731,0.043181,73,2885,no
0.394119,5.551203,0.030687,84,3197,no
0.541573,5.54282,0.028983,56,890,no
0.581871,5.35871,0.038234,15,684,no
0.591346,5.436663,0.035158,23,832,no
0.571001,5.321365,0.038739,15,669,no
0.567797,5.29001,0.03912,25,708,no
0.57546,5.517672,0.028896,56,815,no
0.451356,5.083349,0.046078,73,3135,no
0.393276,5.552186,0.030606,84,3242,no
0.578431,5.447991,0.042022,17,816,no
0.564189,5.460557,0.036183,23,888,no
0.589563,5.395374,0.041178,17,709,no
0.572317,5.297324,0.042126,25,643,no
0.445545,5.038089,0.043559,58,2424,no
0.43595,5.493463,0.030487,63,2420,no
0.452104,5.374752,0.03947,21,1117,no
0.406429,5.381148,0.040278,54,2271,no
0.606654,5.378448,0.036722,21,511,no
0.472539,5.394417,0.038477,21,965,no
0.588608,5.378769,0.0316,37,632,no
0.47217,5.500274,0.032653,62,1599,no
0.313084,5.482162,0.030369,52,2568,no
0.46188,5.06403,0.044216,78,2702,no
0.412312,5.491901,0.028941,64,1933,no
0.757143,5.342808,0.03446,37,280,no
0.673123,5.378335,0.035708,23,413,no
0.845361,5.328098,0.040329,17,194,no
0.778656,5.284443,0.03802,17,253,no
0.463746,5.062103,0.044012,65,2648,no
0.403696,5.491496,0.028666,64,2435,no
0.525326,5.16685,0.041565,37,691,no
0.475225,5.236647,0.039736,25,888,no
0.543672,5.159496,0.042653,25,561,no
0.524096,5.123674,0.043563,25,664,no
0.279752,4.257995,0.114152,67,4025,no
0.304233,4.610706,0.084813,75,18144,no
0.337575,5.18809,0.050526,75,4322,no
0.418194,5.144927,0.045253,67,4529,no
0.227366,5.509328,0.030549,64,2441,no
0.52518,4.018155,0.141014,73,417,no
0.534137,4.454437,0.10369,73,498,no
0.312995,4.232949,0.112595,75,3032,no
0.217343,4.788981,0.045054,82,9087,no
0.515723,4.108148,0.116801,73,477,no
0.427919,4.733134,0.059086,73,1970,no
0.284187,4.757762,0.054037,67,3181,no
0.357853,4.997881,0.047034,67,6036,no
0.584683,4.976236,0.043396,52,679,no
0.326344,5.235638,0.048691,68,10253,no
0.437079,5.383198,0.041496,68,4013,no
0.296894,4.960596,0.065533,79,15615,no
0.326303,5.328304,0.038735,84,21667,no
0.353948,5.576218,0.03331,72,6662,no
0.353898,5.414691,0.037016,72,4425,no
0.361202,5.50736,0.033572,72,7057,no
0.28477,5.413938,0.037046,72,8930,no
0.321294,5.333644,0.037304,68,9303,no
0.497413,5.436992,0.040114,68,2899,no
0.343378,5.429602,0.034555,68,7301,no
0.37322,5.423162,0.036193,68,6251,no
0.295952,5.31836,0.039836,72,22507,no
0.401098,5.42006,0.036464,68,5465,no
0.252319,5.214047,0.039013,104,37413,no
0.388102,5.443064,0.036443,68,6421,no
0.522231,5.464134,0.039316,68,2564,no
0.296975,5.269232,0.039644,77,20032,no
0.322941,5.251123,0.039778,76,13151,no
0.336359,5.397171,0.037248,153,27869,no
0.285921,5.242976,0.042055,68,15200,no
0.423652,5.45131,0.037106,68,4414,no
0.391845,5.451128,0.035949,105,6671,no
0.354113,5.405716,0.038,68,5871,no
0.255131,5.169362,0.043417,136,45753,no
0.224036,5.279428,0.038502,68,23956,no
0.18735,5.216481,0.041728,97,63192,no
0.234111,5.054498,0.047804,68,14271,no
0.317197,5.325451,0.037547,68,10845,no
0.312101,5.225147,0.046103,80,9545,no
0.383612,5.511104,0.033825,68,5748,no
0.380198,5.261253,0.04308,68,4737,no
0.515232,5.525943,0.037024,68,2626,no
0.307368,5.284491,0.043948,68,9962,no
0.361909,5.468224,0.034203,68,6474,no
0.390485,5.364371,0.04001,68,4141,no
0.53137,5.499175,0.038739,44,2343,no
0.318423,5.273152,0.043598,68,13592,no
0.437279,5.584159,0.033902,68,4233,no
0.371858,5.26475,0.043079,68,4854,no
0.532873,5.50146,0.039417,51,2464,no
0.31281,5.201152,0.046627,68,11499,no
0.373838,5.531895,0.033483,68,6131,no
0.366654,5.245368,0.043752,68,5092,no
0.420446,5.462701,0.037971,68,5556,no
0.311344,5.311442,0.041823,68,13355,no
0.372816,5.532713,0.033475,68,6180,no
0.372005,5.257712,0.043476,68,4758,no
0.42009,5.461246,0.03809,68,5575,no
0.308945,5.320575,0.040817,88,16770,no
0.433422,5.566851,0.034043,92,4123,no
0.355659,5.268663,0.041206,68,5345,no
0.545139,5.471284,0.039996,51,2304,no
0.305316,5.049762,0.05309,68,8578,no
0.49902,5.495401,0.038631,68,2551,no
0.32285,5.28274,0.040147,68,6359,no
0.542373,5.489891,0.039751,51,2183,no
0.349708,5.234966,0.043591,68,8733,no
0.523055,5.477804,0.04101,34,2147,no
0.371035,5.344574,0.039505,68,5013,no
0.541953,5.486777,0.039805,51,2181,no
0.357621,5.357112,0.03985,68,5682,no
0.36899,5.473565,0.035235,68,5366,no
0.387783,5.430843,0.037976,68,6483,no
0.383697,5.518482,0.03371,68,5778,no
0.354182,5.472219,0.035922,68,9673,no
0.438751,5.583733,0.033835,68,4196,no
0.347199,5.47179,0.037211,68,7284,no
0.367759,5.471468,0.034107,68,6284,no
0.350935,5.442779,0.036661,68,6628,no
0.417793,5.476747,0.036361,68,4069,no
0.328244,5.451264,0.036539,68,8515,no
0.410268,5.489449,0.035146,68,4324,no
0.35017,5.512494,0.039322,68,9404,no
0.36559,5.538586,0.033461,68,6376,no
0.35442,5.492838,0.035712,68,8473,no
0.43379,5.570219,0.033964,92,4161,no
0.34596,5.366181,0.039617,68,7128,no
0.524774,5.502991,0.038877,68,2321,no
0.329231,5.318088,0.040358,68,9589,no
0.378173,5.560263,0.032279,92,5791,no
0.382112,5.414318,0.0381,68,5870,no
0.371461,5.426375,0.036475,68,6181,no
0.342574,5.479061,0.034865,68,10894,no
0.439257,5.587261,0.033813,68,4198,no
0.306913,5.220432,0.044234,79,14698,no
0.380119,5.554826,0.032328,92,5714,no
0.368986,5.253077,0.043922,68,4656,no
0.516348,5.502921,0.038088,68,2508,no
0.324203,5.125119,0.050553,68,7995,no
0.388919,5.44673,0.035895,68,5469,no
0.384095,5.291582,0.043334,68,4288,no
0.549767,5.49226,0.039897,51,2150,no
0.322513,5.194427,0.047552,68,8564,no
0.380881,5.42073,0.036614,68,5973,no
0.394538,5.35886,0.040484,68,4907,no
0.552127,5.495163,0.039973,51,2139,no
0.315257,5.344768,0.040029,68,14236,no
0.439083,5.585844,0.033879,68,4186,no
0.369369,5.285109,0.043035,68,4884,no
0.52509,5.521879,0.038174,68,2491,no
0.532601,6.195336,0.023445,455,143830,no
0.421459,5.371582,0.041503,72,3495,no
0.376328,5.402126,0.038101,72,9505,no
0.418205,5.423872,0.03946,72,3845,no
0.319232,5.402363,0.039147,107,19312,no
0.476405,5.503116,0.037301,72,3327,no
0.473017,5.521002,0.037027,72,4577,no
0.466099,5.460525,0.037913,72,2699,no
0.308033,5.340226,0.039224,72,12200,no
0.219368,5.171874,0.04145,72,23513,no
0.320266,5.305412,0.040201,72,9617,no
0.346869,5.399128,0.042775,68,7043,no
0.510046,5.499816,0.038329,72,2588,no
0.458166,5.600385,0.035107,72,2988,no
0.507821,5.546266,0.03786,72,2877,no
0.403348,5.34054,0.041136,72,3704,no
0.383869,5.443473,0.036652,72,6906,no
0.350658,5.320169,0.04159,72,7600,no
0.344409,5.379301,0.038848,72,14416,no
0.42958,5.419361,0.037966,72,3259,no
0.325322,5.395813,0.038449,79,13897,no
0.492668,5.605206,0.035968,72,2864,no
0.422097,5.465451,0.036598,34,3023,no
0.399504,5.614545,0.034774,34,4841,no
0.425689,5.306831,0.0435,38,3916,no
0.436289,5.383267,0.042231,36,3406,no
0.333261,5.289014,0.04074,46,4606,no
0.450576,5.414416,0.041439,34,2863,no
0.443825,5.32746,0.044458,39,3587,no
0.483279,5.459945,0.04157,38,2452,no
0.541445,5.540852,0.0405,34,1882,no
0.538703,5.530206,0.040532,34,1912,no
0.47674,5.506695,0.036785,34,2773,no
0.492301,5.503457,0.038538,34,2403,no
0.454378,5.34216,0.043346,39,3255,no
0.327782,5.257975,0.042284,72,6785,no
0.366012,5.192357,0.046667,72,5549,no
0.364768,5.154318,0.049789,72,4337,no
0.327801,5.240324,0.043693,72,6809,no
0.315789,5.184573,0.044131,72,7391,no
0.332209,5.229,0.043297,72,7706,no
0.357425,5.212312,0.045281,72,5825,no
0.290719,5.300038,0.036865,112,15472,no
0.28972,5.13635,0.04554,74,16371,no
0.341036,5.269506,0.040234,74,8266,no
0.250513,5.216007,0.040502,97,51670,no
0.297133,5.195683,0.044492,75,11160,no
0.257185,5.29786,0.037196,68,23485,no
0.244089,5.122102,0.044425,77,37601,no
0.257047,5.145708,0.044477,72,13764,no
0.240934,5.200084,0.039601,94,42688,no
0.184344,4.986243,0.051485,98,25523,no
0.185741,4.931825,0.054876,106,20927,no
0.320316,5.157031,0.040726,74,12522,no
0.289662,5.280086,0.038946,76,16250,no
0.337613,5.249535,0.041474,125,5841,no
0.23368,5.544004,0.029086,383,20772,no
0.304697,5.315655,0.037355,72,10348,no
0.318353,5.296934,0.037717,72,10102,no
0.30937,5.302124,0.037838,72,9765,no
0.309096,5.301058,0.038199,72,10301,no
0.231332,5.218987,0.039521,72,20905,no
0.424236,5.290464,0.042057,72,4910,no
0.514273,5.429816,0.040421,58,2242,no
0.300302,5.20542,0.040885,97,12241,no
0.330806,5.347266,0.038684,100,12923,no
0.3795,5.44646,0.038913,144,13834,no
0.333038,5.263497,0.041441,68,9035,no
0.282576,5.216379,0.040924,78,30820,no
0.232563,5.102954,0.048582,68,13248,no
0.238706,5.279914,0.039848,98,41172,no
0.271047,5.280876,0.038714,92,16285,no
0.305251,5.359337,0.03805,72,12475,no
0.849057,4.300096,0.048338,20,106,no
0.826531,4.100328,0.059752,16,98,no
0.460452,5.38366,0.040515,41,1416,no
0.464696,5.491454,0.036116,69,1827,no
0.595661,4.85175,0.045911,36,507,no
0.630102,4.857231,0.042591,64,392,no
0.639151,4.948181,0.042074,43,424,no
0.618677,4.952631,0.047724,35,514,no
0.676923,4.865546,0.042735,39,325,no
0.490961,5.003217,0.040857,37,1051,no
0.665653,4.85515,0.042423,41,329,no
0.625,5.137461,0.037494,38,552,no
0.551913,4.84695,0.046694,40,549,no
0.611354,4.86925,0.048197,43,458,no
0.405976,5.1647,0.041028,43,1941,no
0.459259,4.687417,0.058292,24,810,no
0.311943,5.036821,0.044871,53,3818,no
0.280068,5.109565,0.044793,59,12854,no
0.5,4.856204,0.049713,27,390,no
0.505236,4.839951,0.051188,27,382,no
0.501279,4.90743,0.048265,27,391,no
0.49354,4.786037,0.051706,27,387,no
0.5,4.862082,0.047973,27,390,no
0.485075,4.851258,0.049615,27,402,no
0.503937,4.848142,0.049026,27,381,no
0.506562,4.826464,0.050532,27,381,no
0.492647,4.909036,0.049827,27,408,no
0.494949,4.849823,0.050479,27,396,no
0.45805,4.854352,0.047866,27,441,no
0.486216,4.793168,0.051423,27,399,no
0.510582,4.85263,0.048714,27,378,no
0.513661,4.803205,0.051516,27,366,no
0.488722,4.812031,0.050226,27,399,no
0.479319,4.823868,0.048816,27,411,no
0.469484,4.82726,0.0514,27,426,no
0.479616,4.864185,0.049887,27,417,no
0.488095,4.836765,0.050392,27,420,no
0.469799,4.8521,0.050682,27,447,no
0.482843,4.824112,0.04914,27,408,no
0.481172,4.995306,0.046999,35,478,no
0.457426,4.916399,0.045851,35,505,no
0.442623,4.948305,0.045903,63,549,no
0.450467,4.948457,0.048773,35,535,no
0.479616,4.782666,0.052135,27,417,no
0.493734,4.859151,0.050516,27,399,no
0.503876,4.890447,0.049886,27,387,no
0.49635,4.886904,0.048424,27,411,no
0.493734,4.881625,0.049458,27,399,no
0.472222,4.837919,0.050088,27,432,no
0.448598,4.944322,0.045826,35,535,no
0.477509,4.917342,0.050257,31,867,no
0.402396,4.989267,0.047281,37,1419,no
0.43573,5.184902,0.040898,33,918,no
0.864865,4.304303,0.045168,28,74,no
0.406433,4.920848,0.049362,29,1026,no
0.457627,4.835619,0.051355,15,708,no
0.374553,4.985937,0.043167,40,1399,no
0.308874,5.36609,0.042786,49,11325,no
0.333875,5.346624,0.044138,50,4927,no
0.257807,5.275942,0.043277,130,28467,no
0.339095,5.231564,0.0402,46,3471,no
0.483395,4.767785,0.058126,24,813,no
0.363294,5.058703,0.046951,46,2125,no
0.3501,5.079178,0.046736,55,2505,no
0.263526,5.038411,0.047964,37,7153,no
0.363749,5.076781,0.04738,47,4022,no
0.267667,5.32444,0.036698,97,15325,no
0.311837,5.239651,0.038548,75,12436,no
0.401639,4.86494,0.054,28,1220,no
0.345208,4.989301,0.047623,42,1993,no
0.425814,4.80609,0.050092,33,829,no
0.273179,5.211076,0.043,87,29790,no
0.257872,5.00585,0.041386,49,2350,no
0.354158,5.481366,0.032801,75,4834,no
0.263469,5.035305,0.041383,91,3044,no
0.154464,5.144639,0.039613,58,19914,no
0.312081,5.164101,0.037843,62,2384,no
0.259145,5.340957,0.033474,111,2597,no
0.201638,5.474687,0.030748,55,14893,no
0.197671,5.284241,0.033479,42,3521,no
0.242599,5.179758,0.038772,38,4324,no
0.319018,5.103861,0.040899,48,1467,no
0.158566,4.977474,0.044648,59,7530,no
0.283686,5.182814,0.037813,66,3169,no
0.138108,5.119596,0.04003,94,25176,no
0.687023,4.378711,0.052378,27,131,no
0.676056,4.324885,0.055439,32,142,no
0.607362,4.573832,0.045974,44,163,no
0.739496,5.580206,0.025965,29,357,no
0.748299,5.006753,0.027863,29,147,no
0.687898,4.438957,0.047689,13,157,no
0.910448,4.186263,0.050204,26,67,no
0.444822,4.609748,0.084855,33,589,no
0.334518,4.964188,0.102155,42,1970,no
0.294844,4.991543,0.102833,46,4209,no
0.308034,5.009697,0.111304,32,4282,no
0.284239,5.099209,0.107581,49,6586,no
0.471,5.063032,0.072114,40,1000,no
0.384257,5.035217,0.091125,45,2363,no
0.402834,5.120017,0.103839,35,1976,no
0.251772,5.207001,0.113194,34,8043,no
0.425057,5.053913,0.081122,28,1748,no
0.307279,5.252802,0.104113,57,3352,no
0.581181,4.813315,0.064954,28,542,no
0.239877,5.067676,0.128475,54,8471,no
0.227067,5.087591,0.120036,58,6835,no
0.346414,4.729427,0.08284,54,2217,no
0.355263,4.79394,0.087394,28,1368,no
0.209376,5.110642,0.09608,55,9791,no
0.573129,4.945344,0.061833,30,588,no
0.341176,5.012312,0.101439,44,1870,no
0.399622,5.028445,0.095152,43,1589,no
0.311923,5.449346,0.107756,58,10836,no
0.359309,5.083474,0.092641,46,2374,no
0.555858,4.864846,0.06993,26,734,no
0.332163,5.010715,0.074016,55,1424,no
0.393251,4.936944,0.088396,29,1452,no
0.582609,4.914714,0.055973,37,575,no
0.498069,4.885548,0.078305,20,777,no
0.27447,4.833739,0.078613,45,2452,no
0.695157,4.87796,0.051917,26,351,no
0.404048,4.927714,0.085923,24,1334,no
0.404959,4.906341,0.095983,29,1331,no
0.587219,4.914289,0.056965,43,579,no
0.334672,5.143795,0.088952,32,2740,no
0.466667,4.869625,0.063077,42,765,no
0.245128,4.973089,0.083705,45,4875,no
0.597518,4.944873,0.063805,33,564,no
0.300971,4.824367,0.062009,56,1236,no
0.412488,4.868778,0.073848,36,1057,no
0.52044,4.838563,0.055831,52,636,no
0.426829,4.873176,0.07504,50,1148,no
0.332028,5.159087,0.119263,67,5620,no
0.637295,4.920472,0.063184,22,488,no
0.519882,4.938369,0.074876,28,679,no
0.349508,4.968427,0.105089,38,1525,no
0.41312,4.846459,0.084985,28,1997,no
0.539535,5.024285,0.068501,29,645,no
0.222996,5.119076,0.117067,46,5601,no
0.216716,5.271621,0.116038,46,9081,no
0.417025,4.907119,0.074956,43,1163,no
0.258802,4.955483,0.106818,28,2755,no
0.296336,5.020397,0.093574,43,2784,no
0.273262,4.965464,0.098599,28,2891,no
0.432152,4.867522,0.07302,54,1157,no
0.445545,4.9196,0.083657,35,1212,no
0.561828,4.911427,0.072078,30,744,no
0.35095,4.925578,0.092677,43,2895,no
0.448151,4.987798,0.074889,46,1109,no
0.346531,4.880763,0.123866,31,2753,no
0.225943,5.036755,0.103629,80,7555,no
0.268131,5.023571,0.084848,66,3916,no
0.618861,4.855681,0.062706,26,509,no
0.335123,5.075918,0.110391,46,3912,no
0.330543,5.208486,0.097286,54,3464,no
0.304584,5.150139,0.110389,45,4232,no
0.333491,5.133133,0.117158,55,4225,no
0.284479,5.014695,0.072084,54,2545,no
0.393999,5.021743,0.090911,43,1533,no
0.474716,4.949034,0.087231,39,969,no
0.440476,5.111164,0.074231,32,1260,no
0.557692,4.89078,0.056936,40,572,no
0.245324,5.305453,0.072291,66,6522,no
0.372211,5.115979,0.088531,26,1972,no
0.420335,5.049053,0.079702,44,1613,no
0.422448,5.164515,0.081717,40,1773,no
0.633197,4.918553,0.062628,24,488,no
0.301629,4.861594,0.088168,32,1903,no
0.247787,5.141984,0.120553,69,12878,no
0.334758,5.157815,0.099141,43,2808,no
0.31699,5.21941,0.106243,55,4120,no
0.257978,5.158108,0.095925,73,9338,no
0.312575,5.141566,0.101295,33,2505,no
0.29376,5.238494,0.107882,68,7404,no
0.323878,5.142376,0.100408,72,3455,no
0.317579,5.154991,0.097847,39,2412,no
0.273337,4.8544,0.099966,29,4178,no
0.213128,4.832961,0.098776,25,6048,no
0.342608,4.993673,0.086557,34,2983,no
0.271693,5.098954,0.089443,42,5889,no
0.481214,4.878342,0.07384,30,692,no
0.217905,4.931506,0.089707,47,5250,no
0.225729,5.010156,0.104153,53,10774,no
0.166038,5.095175,0.09906,63,17237,no
0.210112,5.179474,0.09739,113,23616,no
0.386034,5.043741,0.087691,40,1518,no
0.493963,4.921966,0.074289,46,911,no
0.477837,4.810302,0.080113,28,1128,no
0.272582,4.903589,0.1075,42,3133,no
0.302671,5.013153,0.0973,43,3631,no
0.572739,4.896048,0.071183,36,763,no
0.250937,5.098222,0.116083,77,7201,no
0.371311,4.955362,0.078439,76,1694,no
0.552117,4.915552,0.081513,20,614,no
0.238266,5.10068,0.070707,56,3899,no
0.425296,5.111959,0.104716,33,1265,no
0.477778,5.191057,0.090686,32,1080,no
0.356174,4.917733,0.089211,42,1401,no
0.465181,4.879533,0.066297,32,718,no
0.601375,5.008286,0.061442,31,582,no
0.235758,5.08429,0.109201,56,6969,no
0.250811,4.969113,0.098327,86,5239,no
0.528994,5.105871,0.068569,25,845,no
0.328995,5.136292,0.063242,42,1921,no
0.427572,5.094944,0.083346,41,1429,no
0.442404,5.434818,0.080237,36,1198,no
0.649652,4.910092,0.06448,21,431,no
0.252447,5.114441,0.103893,45,4801,no
0.673709,4.962226,0.063861,19,426,no
0.337618,4.966871,0.088278,63,2334,no
0.577413,4.830648,0.067355,30,549,no
0.579422,4.987272,0.060523,30,554,no
0.437554,4.968135,0.070803,50,1161,no
0.660088,4.943136,0.055003,19,456,no
0.728261,5.021582,0.050749,19,368,no
0.533766,4.958381,0.065766,25,770,no
0.225837,5.204166,0.123141,63,17920,no
0.240778,5.165134,0.121477,54,13066,no
0.369935,4.839722,0.077489,33,1530,no
0.281244,5.34033,0.092397,55,5369,no
0.223522,5.139434,0.077384,97,14871,no
0.34522,4.905164,0.086111,47,1935,no
0.423453,4.827492,0.079989,31,1228,no
0.44548,4.924964,0.075475,47,1073,no
0.525,4.845876,0.077384,22,720,no
0.287812,5.099622,0.154031,46,5448,no
0.408886,4.900684,0.089005,43,1553,no
0.381568,4.901145,0.076541,52,1237,no
0.538222,4.999787,0.069472,29,641,no
0.243477,5.202237,0.103625,61,14679,no
0.370523,5.215801,0.092771,47,2178,no
0.407866,5.180198,0.081373,45,1373,no
0.234265,5.346415,0.095771,58,22752,no
0.437307,5.131529,0.084525,59,1292,no
0.437368,5.306915,0.069126,91,1900,no
0.4689,4.887867,0.081446,38,836,no
0.245067,4.954197,0.104027,55,5929,no
0.374785,4.976467,0.098139,35,2324,no
0.234736,5.149958,0.103794,59,11072,no
0.368203,4.963407,0.102531,37,2409,no
0.453022,5.016584,0.079379,26,1671,no
0.277471,4.906302,0.106858,41,4523,no
0.51752,4.970095,0.073693,27,742,no
0.271789,5.134318,0.093176,61,7848,no
0.361224,5.025003,0.088297,56,2223,no
0.343257,5.163018,0.09502,56,5005,no
0.454361,5.059884,0.073554,33,986,no
0.520492,4.958786,0.070414,25,976,no
0.329807,5.044906,0.086855,52,2647,no
0.252425,5.143683,0.126449,55,9690,no
0.431728,4.879749,0.078842,41,1267,no
0.528169,4.953086,0.066724,29,710,no
0.53486,5.057842,0.091322,54,961,no
0.400576,5.032916,0.092174,36,2082,no
0.365079,4.790794,0.04557,61,630,no
0.592965,4.663535,0.045937,40,199,no
0.201355,4.967227,0.049974,81,4281,no
0.187623,4.805245,0.050813,74,2537,no
0.218614,4.71748,0.056236,76,40990,no
0.464567,4.941187,0.083367,78,1143,no
0.521481,5.084692,0.040431,46,675,no
0.564254,4.977369,0.050597,45,677,no
0.565022,4.981412,0.05097,45,669,no
0.279052,5.164524,0.100608,77,7762,no
0.572414,4.602312,0.053526,45,290,no
0.214315,5.081545,0.086653,52,4862,no
0.131751,5.163084,0.081185,71,6573,no
0.57757,5.075696,0.083713,41,535,no
0.566667,4.758093,0.050457,47,300,no
0.350034,5.094109,0.134828,48,1457,no
0.345949,5.110618,0.13042,60,1876,no
0.348703,5.127503,0.122779,60,1735,no
0.315729,5.054007,0.052884,43,871,no
0.131565,5.196045,0.071701,54,5807,no
0.14819,5.213071,0.074044,54,6188,no
0.352261,5.204586,0.081246,48,1902,no
0.170213,5.08841,0.081779,60,4324,no
0.321292,5.140862,0.146108,60,1827,no
0.329346,5.231973,0.110213,62,2842,no
0.212398,5.083848,0.157567,59,2952,no
0.176983,5.141605,0.106698,67,5735,no
0.168474,5.197829,0.085129,60,4612,no
0.433755,5.409208,0.066055,58,1185,no
0.19433,5.153528,0.095072,60,4127,no
0.060192,5.208238,0.091903,56,46518,no
0.570332,4.823966,0.051413,48,391,no
0.202879,5.178195,0.079359,63,3682,no
0.47006,5.238926,0.092728,63,1002,no
0.490347,5.210023,0.074507,63,777,no
0.400316,5.293638,0.101113,64,1896,no
0.440096,5.198025,0.101243,63,1252,no
0.438596,5.200576,0.102695,63,1254,no
0.468278,5.02333,0.037209,76,662,no
0.33434,5.207796,0.158098,60,1325,no
0.535308,4.999171,0.063261,42,439,no
0.331646,5.251601,0.054254,60,1580,no
0.470199,5.08255,0.071162,55,604,no
0.311879,5.180763,0.070009,80,2517,no
0.309235,5.181889,0.070939,54,2393,no
0.168357,5.184199,0.080721,61,6706,no
0.450963,5.072279,0.08084,56,1142,no
0.295248,5.145074,0.09533,53,3746,no
0.449927,5.210863,0.065281,88,1378,no
0.371925,5.312756,0.063708,60,1382,no
0.51,5.187221,0.052048,55,500,no
0.383886,5.239596,0.078885,65,2321,no
0.551253,5.182581,0.078125,40,439,no
0.319003,4.818844,0.086497,40,1163,no
0.422672,4.985577,0.09803,33,1235,no
0.483288,5.328712,0.081201,53,1107,no
0.530612,5.355502,0.090209,41,686,no
0.493648,5.353592,0.071643,53,1102,no
0.48455,5.667533,0.083359,52,1521,no
0.834483,4.816732,0.069157,21,145,no
0.357951,5.358663,0.118036,70,1503,no
0.513924,5.05695,0.066641,49,790,no
0.164922,5.072256,0.096383,47,5827,no
0.287273,5.131289,0.074029,49,1375,no
0.348871,5.180601,0.106469,53,1373,no
0.210121,5.11973,0.107801,53,1818,no
0.078868,5.112274,0.060726,73,14987,no
0.126662,4.969546,0.058256,62,6016,no
0.268622,5.794315,0.092143,52,6377,no
0.187328,5.132881,0.123845,76,16004,no
0.203865,5.197338,0.119901,67,4812,no
0.353933,5.055064,0.058461,46,1068,no
0.366404,4.90058,0.071199,44,887,no
0.34728,5.031889,0.0709,46,1195,no
0.197607,4.986181,0.073611,43,2925,no
0.175577,4.970315,0.065465,63,5200,no
0.347255,4.778047,0.070071,43,838,no
0.298944,4.863755,0.077036,48,1231,no
0.115847,5.1453,0.078354,53,7743,no
0.19473,5.071535,0.074827,44,2429,no
0.254032,5.026612,0.062048,51,1488,no
0.181463,4.927488,0.103223,71,4607,no
0.199368,5.17558,0.104253,83,6009,no
0.122187,5.150299,0.097431,75,36264,no
0.133677,4.971618,0.094314,58,11251,no
0.158582,5.399757,0.095878,83,11338,no
0.189104,5.134435,0.096182,67,5415,no
0.153805,5.089347,0.12446,67,20812,no
0.290471,4.994901,0.080454,53,1742,no
0.619537,4.965239,0.055416,48,389,no
0.262102,5.16168,0.106745,66,8470,no
0.235469,4.969992,0.072867,49,2013,no
0.191606,5.352544,0.081667,47,5861,no
0.115957,5.098657,0.080977,69,11694,no
0.206002,5.196027,0.086351,69,15461,no
0.259095,5.196279,0.076234,49,2474,no
0.246838,5.327944,0.086884,69,13284,no
0.183537,5.02872,0.086927,62,7775,no
0.157257,4.99467,0.06598,66,5367,no
0.07789,4.973835,0.086286,65,27359,no
0.096965,5.03079,0.089047,59,28134,no
0.582524,4.77493,0.051423,43,309,no
0.219555,5.063737,0.085242,47,2874,no
0.192811,5.0655,0.07002,51,4201,no
0.152096,5.120414,0.103111,81,9185,no
0.143843,4.983071,0.085826,61,5652,no
0.206879,5.314251,0.089537,45,1919,no
0.417683,5.165544,0.059454,43,656,no
0.192663,4.895164,0.073069,59,3135,no
0.14593,5.135935,0.084871,54,6695,no
0.130112,5.07865,0.048174,94,4181,no
0.182209,5.108397,0.075948,44,2091,no
0.220209,5.173123,0.067688,40,1821,no
0.226319,5.155773,0.076308,60,3336,no
0.190308,5.473347,0.055212,111,11639,no
0.365526,4.94911,0.084791,36,818,no
0.141939,5.23255,0.05714,86,20079,no
0.153531,5.058812,0.082797,64,4885,no
0.309463,4.931737,0.071684,54,1173,no
0.296432,5.088025,0.065999,64,1906,no
0.075791,5.083065,0.097581,78,21005,no
0.131719,5.275489,0.104637,71,43889,no
0.309283,5.265635,0.074024,70,2079,no
0.264637,5.205408,0.073789,70,2135,no
0.195124,5.284906,0.061041,479,10132,no
0.335297,5.253007,0.08422,70,2207,no
0.156961,5.103735,0.075595,80,5409,no
0.079378,5.31795,0.090445,78,19149,no
0.202276,5.269176,0.102908,44,9754,no
0.079497,4.963528,0.119297,63,17573,no
0.066653,4.975894,0.124074,55,25310,no
0.096004,5.057967,0.08677,73,16916,no
0.140286,5.076705,0.08346,48,5111,no
